# HOMER Peaks
# Peak finding parameters:
# tag directory = HCT116-treated
#
# total peaks = 8958
# peak size = 217
# peaks found using tags on both strands
# minimum distance between peaks = 434
# fragment length = 206
# genome size = 2000000000
# Total tags = 44527481.0
# Total tags in peaks = 955564.0
# Approximate IP efficiency = 2.15%
# tags per bp = 0.022107
# expected tags per peak = 4.797
# maximum tags considered per bp = 2.0
# effective number of tags used for normalization = 10000000.0
# Peaks have been centered at maximum tag pile-up
# FDR rate threshold = 0.001000000
# FDR effective poisson threshold = 7.719535e-07
# FDR tag threshold = 19.0
# number of putative peaks = 17043
#
# input tag directory = HCT116-input
# Fold over input required = 4.00
# Poisson p-value over input required = 1.00e-04
# Putative peaks filtered by input = 6934
#
# size of region used for local filtering = 10000
# Fold over local region required = 4.00
# Poisson p-value over local region required = 1.00e-04
# Putative peaks filtered by local signal = 1147
#
# Maximum fold under expected unique positions for tags = 2.00
# Putative peaks filtered for being too clonal = 4
#
# cmd = findPeaks HCT116-treated -i HCT116-input -style factor -o auto
#
# Column Headers:
#PeakID	chr	start	end	strand	Normalized Tag Count	focus ratio	findPeaks Score	Total Tags (normalized to Control Experiment)	Control Tags	Fold Change vs Control	p-value vs Control	Fold Change vs Local	p-value vs Local	Clonal Fold Change
chr12-291	chr12	14026568	14026784	+	8.76	0.780	41.000000	27.1	4.0	6.77	3.53e-14	8.03	2.56e-22	1.00
chr12-300	chr12	40552801	40553017	+	8.76	0.808	40.000000	27.1	3.0	9.03	3.90e-17	8.45	4.34e-23	0.97
chr12-301	chr12	48203425	48203641	+	8.76	0.636	40.000000	27.8	1.0	27.79	3.50e-29	6.94	1.09e-19	0.98
chr12-317	chr12	54569755	54569971	+	8.76	0.766	38.000000	27.1	1.0	27.09	3.50e-29	8.03	2.56e-22	1.00
chr12-295	chr12	94137863	94138079	+	8.76	0.712	41.000000	27.1	4.0	6.77	3.53e-14	6.49	3.38e-19	0.95
chr12-312	chr12	102720227	102720443	+	8.76	0.824	39.000000	27.1	2.0	13.55	1.80e-21	11.12	1.29e-26	0.92
chr12-297	chr12	105667456	105667672	+	8.76	0.750	41.000000	27.1	2.0	13.55	1.80e-21	8.33	7.12e-23	0.90
chr12-285	chr12	107352551	107352767	+	8.76	0.738	42.000000	27.1	4.0	6.77	3.53e-14	6.10	2.52e-18	1.00
chr13-122	chr13	96812052	96812268	+	8.76	0.796	41.000000	27.1	1.0	27.09	3.50e-29	9.93	1.57e-25	0.90
chr13-127	chr13	113164474	113164690	+	8.76	0.833	38.000000	27.1	2.0	13.55	1.80e-21	9.21	2.25e-24	0.97
chr15-160	chr15	51608291	51608507	+	8.76	0.845	39.000000	27.1	2.0	13.55	1.80e-21	10.66	1.31e-26	0.97
chr15-154	chr15	65078986	65079202	+	8.76	0.730	40.000000	27.1	3.0	9.03	3.90e-17	9.93	1.57e-25	1.00
chr15-153	chr15	86214433	86214649	+	8.76	0.870	41.000000	27.8	3.0	9.26	3.90e-17	10.10	8.57e-26	0.97
chr16-212	chr16	88448849	88449065	+	8.76	0.672	38.000000	27.1	0.5	54.18	4.15e-37	6.08	7.90e-18	0.92
chr16-213	chr16	88974159	88974375	+	8.76	0.641	38.000000	27.1	3.0	9.03	3.90e-17	8.64	2.64e-22	0.95
chr17-232	chr17	10159015	10159231	+	8.76	0.803	42.000000	27.1	1.0	27.09	3.50e-29	10.99	4.40e-27	1.03
chr17-260	chr17	20076424	20076640	+	8.76	0.719	38.000000	27.8	2.0	13.89	1.80e-21	8.32	2.66e-22	1.01
chr17-242	chr17	41624003	41624219	+	8.76	0.769	41.000000	27.1	1.0	27.09	3.50e-29	6.08	2.82e-18	0.87
chr17-244	chr17	62288130	62288346	+	8.76	0.701	41.000000	27.1	5.0	5.42	5.60e-12	5.87	2.39e-17	0.92
chr17-251	chr17	71036731	71036947	+	8.76	0.867	40.000000	27.1	3.0	9.03	3.90e-17	6.56	2.34e-19	1.00
chr18-102	chr18	28810595	28810811	+	8.76	0.721	40.000000	27.1	2.0	13.55	1.80e-21	6.56	2.34e-19	0.97
chr19-137	chr19	4977678	4977894	+	8.76	0.766	43.000000	27.8	2.0	13.89	1.80e-21	5.28	2.75e-16	1.03
chr19-147	chr19	19307963	19308179	+	8.76	0.864	39.000000	27.1	1.0	27.09	3.50e-29	10.92	5.49e-27	0.95
chr19-144	chr19	39648479	39648695	+	8.76	0.741	40.000000	27.1	4.0	6.77	3.53e-14	10.22	5.70e-26	0.95
chr19-149	chr19	52208417	52208633	+	8.76	0.814	39.000000	27.1	0.5	54.18	4.15e-37	8.41	5.12e-23	0.90
chr19-145	chr19	55855987	55856203	+	8.76	0.893	40.000000	27.1	3.0	9.03	3.90e-17	14.41	2.55e-31	0.92
chr20-139	chr20	32560229	32560445	+	8.76	0.716	39.000000	27.1	2.0	13.55	1.80e-21	8.79	4.19e-23	0.90
chr21-55	chr21	26772901	26773117	+	8.76	0.763	41.000000	27.1	0.5	54.18	4.15e-37	19.32	5.40e-36	0.92
chr21-58	chr21	28031592	28031808	+	8.76	0.894	40.000000	27.1	0.5	54.18	4.15e-37	16.91	7.45e-34	0.92
chr22-92	chr22	40876794	40877010	+	8.76	0.722	39.000000	27.1	1.0	27.09	3.50e-29	7.78	7.50e-22	0.95
chrX-112	chrX	29521805	29522021	+	8.76	0.893	42.000000	27.1	3.0	9.03	3.90e-17	9.96	5.84e-25	0.95
chrX-117	chrX	44274943	44275159	+	8.76	0.677	39.000000	27.1	3.0	9.03	3.90e-17	12.47	4.79e-29	0.97
chrX-118	chrX	49434298	49434514	+	8.76	0.671	39.000000	27.1	3.0	9.03	3.90e-17	16.28	2.98e-33	0.97
chrX-115	chrX	106533040	106533256	+	8.76	0.839	40.000000	27.1	2.0	13.55	1.80e-21	15.42	2.15e-32	0.90
chr1-525	chr1	1310530	1310746	+	8.53	0.717	39.000000	26.4	3.0	8.80	3.53e-16	9.52	2.77e-24	0.87
chr1-526	chr1	26728485	26728701	+	8.53	0.855	39.000000	27.1	3.0	9.03	3.90e-17	11.81	1.59e-27	0.98
chr1-515	chr1	28619265	28619481	+	8.53	0.793	40.000000	26.4	3.0	8.80	3.53e-16	9.79	1.06e-24	0.92
chr1-527	chr1	52539587	52539803	+	8.53	0.840	39.000000	26.4	1.0	26.40	9.47e-28	9.06	1.46e-23	0.92
chr1-541	chr1	59481520	59481736	+	8.53	0.784	38.000000	26.4	1.0	26.40	9.47e-28	9.17	3.81e-23	0.90
chr1-545	chr1	118013694	118013910	+	8.53	0.843	38.000000	26.4	5.0	5.28	3.05e-11	7.72	3.24e-21	0.95
chr1-565	chr1	177915119	177915335	+	8.53	0.837	37.000000	26.4	3.0	8.80	3.53e-16	9.36	4.86e-24	1.01
chr1-550	chr1	203272660	203272876	+	8.53	0.789	38.000000	26.4	3.0	8.80	3.53e-16	4.59	4.61e-14	0.90
chr1-533	chr1	206785713	206785929	+	8.53	0.815	39.000000	26.4	6.0	4.40	1.34e-09	8.40	1.92e-22	0.92
chr1-552	chr1	226014118	226014334	+	8.53	0.812	38.000000	26.4	3.0	8.80	3.53e-16	10.83	1.44e-25	0.98
chr1-537	chr1	235914069	235914285	+	8.53	0.734	39.000000	26.4	2.0	13.20	2.43e-20	5.85	2.67e-17	0.95
chr2-473	chr2	11072023	11072239	+	8.53	0.772	39.000000	27.1	5.0	5.42	5.60e-12	8.24	3.68e-22	0.95
chr2-459	chr2	16834287	16834503	+	8.53	0.789	40.000000	26.4	4.0	6.60	2.40e-13	9.68	1.56e-24	0.92
chr2-487	chr2	20842837	20843053	+	8.53	0.750	38.000000	26.4	3.0	8.80	3.53e-16	13.82	6.55e-30	0.92
chr2-489	chr2	68439265	68439481	+	8.53	0.754	38.000000	26.4	1.0	26.40	9.47e-28	7.51	7.84e-21	0.92
chr2-474	chr2	85152992	85153208	+	8.53	0.683	39.000000	26.4	6.0	4.40	1.34e-09	7.72	3.24e-21	0.95
chr2-461	chr2	113563203	113563419	+	8.53	0.770	40.000000	26.4	2.0	13.20	2.43e-20	9.16	1.01e-23	0.90
chr2-452	chr2	120764773	120764989	+	8.53	0.758	41.000000	26.4	2.0	13.20	2.43e-20	8.02	3.04e-21	0.93
chr2-453	chr2	130627774	130627990	+	8.53	0.774	41.000000	27.1	1.0	27.09	3.50e-29	11.20	1.03e-26	0.95
chr2-476	chr2	133283249	133283465	+	8.53	0.730	39.000000	26.4	1.0	26.40	9.47e-28	11.12	1.29e-26	0.92
chr2-481	chr2	188616417	188616633	+	8.53	0.854	39.000000	26.4	3.0	8.80	3.53e-16	8.70	5.92e-23	0.95
chr2-465	chr2	197790412	197790628	+	8.53	0.765	40.000000	26.4	3.0	8.80	3.53e-16	7.01	2.33e-19	0.95
chr2-483	chr2	205228948	205229164	+	8.53	0.750	39.000000	26.4	1.0	26.40	9.47e-28	10.51	9.21e-26	0.92
chr2-484	chr2	211091045	211091261	+	8.53	0.821	39.000000	26.4	2.0	13.20	2.43e-20	8.92	2.48e-23	1.01
chr2-499	chr2	220011719	220011935	+	8.53	0.816	38.000000	26.4	0.5	52.79	2.24e-35	9.57	2.29e-24	0.98
chr3-330	chr3	123363396	123363612	+	8.53	0.840	38.000000	26.4	2.0	13.20	2.43e-20	9.57	2.29e-24	0.92
chr3-321	chr3	127789890	127790106	+	8.53	0.726	40.000000	26.4	4.0	6.60	2.40e-13	6.44	1.21e-18	0.87
chr3-324	chr3	177165785	177166001	+	8.53	0.764	40.000000	26.4	5.0	5.28	3.05e-11	6.49	9.49e-19	0.92
chr3-325	chr3	182049855	182050071	+	8.53	0.742	39.000000	27.1	1.0	27.09	3.50e-29	8.04	8.16e-22	0.92
chr3-333	chr3	193807510	193807726	+	8.53	0.729	38.000000	26.4	3.0	8.80	3.53e-16	7.61	5.05e-21	0.87
chr3-318	chr3	195411873	195412089	+	8.53	0.885	41.000000	27.1	6.0	4.52	2.96e-10	11.81	1.59e-27	0.98
chr4-287	chr4	10117735	10117951	+	8.53	0.836	40.000000	27.8	4.0	6.95	3.53e-14	8.60	3.12e-22	0.93
chr4-307	chr4	25560880	25561096	+	8.53	0.882	38.000000	26.4	0.5	52.79	2.24e-35	12.60	1.69e-28	0.98
chr4-295	chr4	26585538	26585754	+	8.53	0.782	39.000000	27.1	3.0	9.03	3.90e-17	6.64	4.51e-19	0.98
chr4-298	chr4	55883656	55883872	+	8.53	0.796	39.000000	26.4	2.0	13.20	2.43e-20	9.57	2.29e-24	0.92
chr4-288	chr4	94331783	94331999	+	8.53	0.738	40.000000	26.4	3.0	8.80	3.53e-16	5.99	1.24e-17	1.07
chr4-303	chr4	128577548	128577764	+	8.53	0.824	39.000000	26.4	3.0	8.80	3.53e-16	17.30	2.16e-33	0.90
chr4-311	chr4	129237696	129237912	+	8.53	0.662	38.000000	27.1	0.5	54.18	4.15e-37	8.16	5.07e-22	0.98
chr4-291	chr4	135897742	135897958	+	8.53	0.750	40.000000	26.4	3.0	8.80	3.53e-16	8.44	1.63e-22	0.98
chr4-304	chr4	145888391	145888607	+	8.53	0.815	39.000000	26.4	3.0	8.80	3.53e-16	8.10	2.22e-21	0.90
chr4-356	chr4	190731888	190732104	+	8.53	0.825	34.000000	26.4	0.5	52.79	2.24e-35	8.32	2.66e-22	1.23
chr5-286	chr5	38097856	38098072	+	8.53	0.681	39.000000	26.4	5.0	5.28	3.05e-11	8.10	2.22e-21	1.01
chr5-294	chr5	126052957	126053173	+	8.53	0.758	38.000000	26.4	0.5	52.79	2.24e-35	10.58	7.45e-26	1.01
chr5-297	chr5	149698333	149698549	+	8.53	0.827	38.000000	26.4	5.0	5.28	3.05e-11	6.49	9.49e-19	0.95
chr6-298	chr6	10400596	10400812	+	8.53	0.714	38.000000	26.4	3.0	8.80	3.53e-16	7.20	3.23e-20	0.92
chr6-299	chr6	43626508	43626724	+	8.53	0.776	38.000000	26.4	1.0	26.40	9.47e-28	11.81	1.59e-27	0.95
chr6-294	chr6	56863969	56864185	+	8.53	0.774	39.000000	26.4	2.0	13.20	2.43e-20	9.21	8.46e-24	0.90
chr6-316	chr6	83532114	83532330	+	8.53	0.737	36.000000	26.4	4.0	6.60	2.40e-13	7.75	2.79e-21	1.01
chr6-296	chr6	111291005	111291221	+	8.53	0.867	39.000000	26.4	5.0	5.28	3.05e-11	10.32	1.73e-25	0.92
chr6-304	chr6	145432602	145432818	+	8.53	0.782	38.000000	26.4	1.0	26.40	9.47e-28	7.93	1.30e-21	0.95
chr7-302	chr7	18407155	18407371	+	8.53	0.816	39.000000	26.4	2.0	13.20	2.43e-20	7.75	2.79e-21	0.92
chr7-306	chr7	79017414	79017630	+	8.53	0.780	39.000000	26.4	1.0	26.40	9.47e-28	6.85	1.62e-19	0.90
chr7-295	chr7	79769727	79769943	+	8.53	0.789	40.000000	26.4	6.0	4.40	1.34e-09	5.40	3.17e-16	0.92
chr7-309	chr7	105703224	105703440	+	8.53	0.651	38.000000	26.4	4.0	6.60	2.40e-13	7.01	2.33e-19	0.95
chr7-307	chr7	110060933	110061149	+	8.53	0.737	39.000000	26.4	5.0	5.28	3.05e-11	7.79	2.40e-21	0.95
chr7-308	chr7	142267078	142267294	+	8.53	0.734	39.000000	26.4	2.0	13.20	2.43e-20	9.31	5.85e-24	0.92
chr7-310	chr7	148814774	148814990	+	8.53	0.810	38.000000	27.1	1.0	27.09	3.50e-29	9.41	4.03e-24	0.95
chr7-299	chr7	149091387	149091603	+	8.53	0.833	40.000000	26.4	2.0	13.20	2.43e-20	7.35	1.61e-20	0.95
chr8-283	chr8	81599563	81599779	+	8.53	0.685	41.000000	26.4	6.0	4.40	1.34e-09	4.48	9.40e-14	0.95
chr8-294	chr8	109039344	109039560	+	8.53	0.717	39.000000	26.4	2.0	13.20	2.43e-20	8.08	6.97e-22	1.01
chr8-299	chr8	142086034	142086250	+	8.53	0.691	39.000000	26.4	5.0	5.28	3.05e-11	7.32	5.91e-20	0.90
chr9-222	chr9	4921634	4921850	+	8.53	0.814	39.000000	26.4	6.0	4.40	1.34e-09	12.83	4.58e-28	1.04
chr9-228	chr9	27683266	27683482	+	8.53	0.830	38.000000	27.1	2.0	13.55	1.80e-21	11.58	3.25e-27	1.04
chr9-206	chr9	68223076	68223292	+	8.53	0.944	42.000000	26.4	0.5	52.79	2.24e-35	29.54	7.85e-42	0.98
chr9-223	chr9	75747310	75747526	+	8.53	0.768	39.000000	26.4	6.0	4.40	1.34e-09	6.39	1.54e-18	0.98
chr9-225	chr9	97204139	97204355	+	8.53	0.719	39.000000	26.4	6.0	4.40	1.34e-09	9.11	1.22e-23	0.95
chr9-234	chr9	130475567	130475783	+	8.53	0.894	38.000000	26.4	3.0	8.80	3.53e-16	9.93	2.66e-24	0.93
chr10-303	chr10	75786642	75786858	+	8.53	0.730	40.000000	26.4	4.0	6.60	2.40e-13	7.58	5.86e-21	0.98
chr10-328	chr10	84833904	84834120	+	8.53	0.870	37.000000	26.4	0.5	52.79	2.24e-35	12.32	3.63e-28	1.01
chr10-313	chr10	112387102	112387318	+	8.53	0.843	39.000000	26.4	4.0	6.60	2.40e-13	7.48	9.06e-21	1.01
chr11-243	chr11	30522801	30523017	+	8.53	0.698	41.000000	26.4	5.0	5.28	3.05e-11	12.50	2.19e-28	0.92
chr11-255	chr11	61465206	61465422	+	8.53	0.839	39.000000	26.4	1.0	26.40	9.47e-28	7.82	2.06e-21	0.90
chr11-262	chr11	72354751	72354967	+	8.53	0.821	38.000000	26.4	2.0	13.20	2.43e-20	9.85	8.69e-25	0.98
chr11-263	chr11	83744861	83745077	+	8.53	0.828	38.000000	26.4	0.5	52.79	2.24e-35	10.45	1.14e-25	0.95
chr11-246	chr11	112417159	112417375	+	8.53	0.727	41.000000	26.4	5.0	5.28	3.05e-11	9.16	1.01e-23	0.95
chr11-270	chr11	122059969	122060185	+	8.53	0.652	37.000000	26.4	6.0	4.40	1.34e-09	5.16	1.33e-15	0.98
chr12-324	chr12	53771704	53771920	+	8.53	0.698	37.000000	26.4	5.0	5.28	3.05e-11	6.39	4.32e-18	0.95
chr12-302	chr12	56829155	56829371	+	8.53	0.768	40.000000	26.4	2.0	13.20	2.43e-20	11.58	3.25e-27	0.90
chr12-307	chr12	60038070	60038286	+	8.53	0.818	39.000000	26.4	4.0	6.60	2.40e-13	8.48	1.38e-22	0.90
chr12-292	chr12	66661253	66661469	+	8.53	0.740	41.000000	26.4	4.0	6.60	2.40e-13	5.47	2.13e-16	0.92
chr12-304	chr12	74924605	74924821	+	8.53	0.714	40.000000	26.4	6.0	4.40	1.34e-09	6.91	1.24e-19	0.90
chr12-308	chr12	80368808	80369024	+	8.53	0.745	39.000000	26.4	3.0	8.80	3.53e-16	8.24	3.68e-22	0.87
chr12-309	chr12	85250053	85250269	+	8.53	0.792	39.000000	26.4	3.0	8.80	3.53e-16	7.51	7.84e-21	0.90
chr12-311	chr12	94946870	94947086	+	8.53	0.804	39.000000	26.4	2.0	13.20	2.43e-20	6.77	2.39e-19	0.95
chr13-120	chr13	46385988	46386204	+	8.53	0.688	41.000000	26.4	1.0	26.40	9.47e-28	8.48	1.38e-22	0.95
chr13-121	chr13	62953064	62953280	+	8.53	0.889	41.000000	26.4	0.5	52.79	2.24e-35	8.12	5.95e-22	0.87
chr14-152	chr14	58532838	58533054	+	8.53	0.782	39.000000	26.4	2.0	13.20	2.43e-20	10.14	3.19e-25	0.98
chr14-155	chr14	87680803	87681019	+	8.53	0.778	38.000000	26.4	4.0	6.60	2.40e-13	14.52	1.13e-30	0.92
chr15-158	chr15	40804720	40804936	+	8.53	0.712	39.000000	26.4	3.0	8.80	3.53e-16	7.93	1.30e-21	0.92
chr15-159	chr15	42323522	42323738	+	8.53	0.786	39.000000	26.4	3.0	8.80	3.53e-16	9.36	4.86e-24	0.90
chr15-161	chr15	57904133	57904349	+	8.53	0.808	39.000000	26.4	4.0	6.60	2.40e-13	8.08	6.97e-22	0.92
chr16-203	chr16	8884726	8884942	+	8.53	0.763	38.000000	26.4	1.0	26.40	9.47e-28	9.53	1.04e-23	0.88
chr16-189	chr16	19146926	19147142	+	8.53	0.736	41.000000	26.4	5.0	5.28	3.05e-11	6.59	5.79e-19	0.95
chr16-210	chr16	71870593	71870809	+	8.53	0.833	38.000000	26.4	0.5	52.79	2.24e-35	10.98	2.02e-26	0.87
chr17-248	chr17	876366	876582	+	8.53	0.782	40.000000	26.4	5.0	5.28	3.05e-11	6.74	2.71e-19	0.95
chr17-239	chr17	31285267	31285483	+	8.53	0.823	41.000000	26.4	5.0	5.28	3.05e-11	12.64	7.71e-28	1.04
chr17-258	chr17	72565720	72565936	+	8.53	0.672	39.000000	26.4	5.0	5.28	3.05e-11	7.38	1.39e-20	0.98
chr18-105	chr18	19399179	19399395	+	8.53	0.786	39.000000	26.4	3.0	8.80	3.53e-16	6.99	8.36e-20	0.92
chr18-97	chr18	45299032	45299248	+	8.53	0.852	42.000000	27.1	5.0	5.42	5.60e-12	10.64	6.01e-26	0.95
chr20-136	chr20	25526076	25526292	+	8.53	0.695	39.000000	27.1	5.0	5.42	5.60e-12	9.46	3.34e-24	0.90
chr22-81	chr22	26010162	26010378	+	8.53	0.895	43.000000	26.4	2.0	13.20	2.43e-20	10.32	1.73e-25	0.95
chr22-90	chr22	38371855	38372071	+	8.53	0.800	39.000000	26.4	3.0	8.80	3.53e-16	14.64	8.37e-31	0.90
chr22-91	chr22	39144057	39144273	+	8.53	0.703	39.000000	26.4	0.5	52.79	2.24e-35	9.06	1.46e-23	0.92
chr22-94	chr22	41124928	41125144	+	8.53	0.796	38.000000	26.4	4.0	6.60	2.40e-13	9.17	3.81e-23	0.98
chrX-119	chrX	102696892	102697108	+	8.53	0.846	39.000000	26.4	1.0	26.40	9.47e-28	15.43	1.29e-31	0.95
chrX-123	chrX	105800958	105801174	+	8.53	0.840	38.000000	26.4	3.0	8.80	3.53e-16	17.30	2.16e-33	0.92
chrX-120	chrX	108537358	108537574	+	8.53	0.836	39.000000	26.4	3.0	8.80	3.53e-16	14.64	8.37e-31	0.90
chr1-538	chr1	16393219	16393435	+	8.31	0.754	38.000000	25.7	2.0	12.85	3.17e-19	11.58	1.49e-26	0.93
chr1-516	chr1	46079003	46079219	+	8.31	0.789	40.000000	25.7	3.0	8.57	3.07e-15	8.64	2.64e-22	0.93
chr1-540	chr1	52058419	52058635	+	8.31	0.642	38.000000	26.4	1.0	26.40	9.47e-28	9.23	4.48e-22	0.88
chr1-542	chr1	69569340	69569556	+	8.31	0.738	38.000000	25.7	6.0	4.28	5.89e-09	10.62	2.76e-25	0.90
chr1-530	chr1	78350087	78350303	+	8.31	0.846	39.000000	25.7	5.0	5.14	1.60e-10	12.73	5.95e-28	0.93
chr1-518	chr1	93310167	93310383	+	8.31	0.782	40.000000	25.7	1.0	25.70	2.47e-26	7.41	3.86e-20	0.98
chr1-505	chr1	103765981	103766197	+	8.31	0.733	41.000000	25.7	4.0	6.43	1.57e-12	9.07	5.47e-23	0.90
chr1-563	chr1	109462873	109463089	+	8.31	0.837	37.000000	25.7	1.0	25.70	2.47e-26	7.51	2.51e-20	0.98
chr1-506	chr1	146642205	146642421	+	8.31	0.828	41.000000	25.7	1.0	25.70	2.47e-26	5.51	4.38e-16	0.93
chr1-581	chr1	148887331	148887547	+	8.31	0.941	36.000000	25.7	2.0	12.85	3.17e-19	18.53	1.34e-33	1.20
chr1-549	chr1	184861947	184862163	+	8.31	0.730	38.000000	25.7	4.0	6.43	1.57e-12	7.25	7.82e-20	1.01
chr1-567	chr1	203675632	203675848	+	8.31	0.638	37.000000	25.7	4.0	6.43	1.57e-12	7.28	6.80e-20	0.90
chr1-570	chr1	221307691	221307907	+	8.31	0.733	37.000000	26.4	5.0	5.28	3.05e-11	7.96	1.33e-20	0.96
chr1-551	chr1	223903488	223903704	+	8.31	0.742	38.000000	25.7	6.0	4.28	5.89e-09	6.62	1.43e-18	0.95
chr1-553	chr1	227246214	227246430	+	8.31	0.737	38.000000	25.7	4.0	6.43	1.57e-12	6.16	1.40e-17	0.98
chr1-512	chr1	227572720	227572936	+	8.31	0.797	41.000000	26.4	3.0	8.80	3.53e-16	6.42	3.83e-18	0.95
chr2-471	chr2	1760960	1761176	+	8.31	0.815	39.000000	25.7	0.5	51.41	1.17e-33	16.27	5.30e-30	0.99
chr2-502	chr2	30152428	30152644	+	8.31	0.778	37.000000	25.7	3.0	8.57	3.07e-15	8.97	7.81e-23	0.90
chr2-504	chr2	61262786	61263002	+	8.31	0.783	37.000000	25.7	1.0	25.70	2.47e-26	10.30	7.89e-25	1.04
chr2-488	chr2	62806239	62806455	+	8.31	0.768	38.000000	25.7	3.0	8.57	3.07e-15	6.84	5.15e-19	0.95
chr2-490	chr2	69665191	69665407	+	8.31	0.815	38.000000	26.4	2.0	13.20	2.43e-20	8.02	3.04e-21	0.88
chr2-492	chr2	72463630	72463846	+	8.31	0.800	38.000000	25.7	5.0	5.14	1.60e-10	7.45	3.35e-20	0.90
chr2-508	chr2	97304012	97304228	+	8.31	0.865	37.000000	25.7	3.0	8.57	3.07e-15	8.87	1.11e-22	0.98
chr2-495	chr2	98532433	98532649	+	8.31	0.860	38.000000	25.7	3.0	8.57	3.07e-15	7.25	7.82e-20	0.95
chr2-478	chr2	173301708	173301924	+	8.31	0.811	39.000000	25.7	4.0	6.43	1.57e-12	5.73	1.27e-16	0.93
chr2-479	chr2	182671868	182672084	+	8.31	0.758	39.000000	25.7	4.0	6.43	1.57e-12	6.11	1.76e-17	0.95
chr2-480	chr2	186073091	186073307	+	8.31	0.793	39.000000	25.7	3.0	8.57	3.07e-15	7.44	1.07e-19	0.88
chr2-525	chr2	221007963	221008179	+	8.31	0.742	36.000000	25.7	4.0	6.43	1.57e-12	7.58	1.87e-20	0.95
chr2-468	chr2	225761689	225761905	+	8.31	0.750	40.000000	25.7	4.0	6.43	1.57e-12	9.22	3.17e-23	0.93
chr2-501	chr2	235016639	235016855	+	8.31	0.831	38.000000	25.7	1.0	25.70	2.47e-26	6.86	4.52e-19	0.95
chr3-326	chr3	5579816	5580032	+	8.31	0.889	38.000000	25.7	5.0	5.14	1.60e-10	9.75	4.81e-24	0.95
chr3-327	chr3	10236260	10236476	+	8.31	0.729	38.000000	25.7	4.0	6.43	1.57e-12	7.28	6.80e-20	0.95
chr3-335	chr3	18471821	18472037	+	8.31	0.741	37.000000	25.7	0.5	51.41	1.17e-33	7.76	8.91e-21	0.98
chr3-329	chr3	104721335	104721551	+	8.31	0.812	38.000000	25.7	3.0	8.57	3.07e-15	8.64	2.64e-22	0.90
chr3-339	chr3	112736719	112736935	+	8.31	0.764	37.000000	25.7	5.0	5.14	1.60e-10	6.47	3.01e-18	0.93
chr3-342	chr3	177194911	177195127	+	8.31	0.840	37.000000	25.7	6.0	4.28	5.89e-09	5.69	1.57e-16	0.88
chr3-331	chr3	185466706	185466922	+	8.31	0.770	38.000000	25.7	3.0	8.57	3.07e-15	6.11	1.76e-17	1.01
chr4-330	chr4	105889521	105889737	+	8.31	0.656	35.000000	25.7	1.0	25.70	2.47e-26	5.46	3.37e-15	1.02
chr4-281	chr4	108696921	108697137	+	8.31	0.800	41.000000	26.4	2.0	13.20	2.43e-20	7.35	5.13e-20	0.88
chr4-312	chr4	166348238	166348454	+	8.31	0.793	38.000000	25.7	5.0	5.14	1.60e-10	7.98	3.56e-21	0.93
chr5-290	chr5	10721796	10722012	+	8.31	0.726	38.000000	25.7	4.0	6.43	1.57e-12	6.39	1.21e-17	0.93
chr5-304	chr5	95182548	95182764	+	8.31	0.714	37.000000	25.7	6.0	4.28	5.89e-09	8.60	3.12e-22	0.90
chr5-287	chr5	97890650	97890866	+	8.31	0.852	39.000000	25.7	2.0	12.85	3.17e-19	11.83	7.29e-27	0.90
chr5-292	chr5	98715954	98716170	+	8.31	0.762	38.000000	25.7	2.0	12.85	3.17e-19	7.69	1.20e-20	0.88
chr5-279	chr5	104202362	104202578	+	8.31	0.762	40.000000	25.7	1.0	25.70	2.47e-26	7.35	5.13e-20	0.95
chr5-267	chr5	108759939	108760155	+	8.31	0.738	42.000000	25.7	0.5	51.41	1.17e-33	7.98	3.56e-21	0.95
chr5-293	chr5	125573722	125573938	+	8.31	0.848	38.000000	25.7	1.0	25.70	2.47e-26	8.97	7.81e-23	0.95
chr5-296	chr5	140157642	140157858	+	8.31	0.840	38.000000	25.7	3.0	8.57	3.07e-15	15.74	4.03e-31	0.95
chr5-315	chr5	146800377	146800593	+	8.31	0.789	36.000000	25.7	1.0	25.70	2.47e-26	9.48	1.25e-23	0.98
chr5-307	chr5	169856138	169856354	+	8.31	0.804	37.000000	25.7	6.0	4.28	5.89e-09	10.62	2.76e-25	0.93
chr5-277	chr5	175612720	175612936	+	8.31	0.817	41.000000	25.7	4.0	6.43	1.57e-12	10.97	9.27e-26	0.93
chr6-301	chr6	108823447	108823663	+	8.31	0.812	38.000000	25.7	3.0	8.57	3.07e-15	8.47	5.17e-22	0.90
chr6-303	chr6	111875682	111875898	+	8.31	0.750	38.000000	25.7	3.0	8.57	3.07e-15	7.79	7.66e-21	0.98
chr6-311	chr6	124411815	124412031	+	8.31	0.792	37.000000	25.7	4.0	6.43	1.57e-12	7.83	6.58e-21	1.01
chr6-312	chr6	132407522	132407738	+	8.31	0.750	37.000000	25.7	1.0	25.70	2.47e-26	7.79	7.66e-21	0.98
chr7-305	chr7	78533844	78534060	+	8.31	0.827	39.000000	25.7	2.0	12.85	3.17e-19	8.73	1.87e-22	0.93
chr7-298	chr7	149087874	149088090	+	8.31	0.737	40.000000	25.7	1.0	25.70	2.47e-26	7.35	5.13e-20	0.95
chr7-300	chr7	150641886	150642102	+	8.31	0.754	40.000000	25.7	0.5	51.41	1.17e-33	6.29	6.96e-18	0.93
