# HOMER Peaks
# Peak finding parameters:
# tag directory = /home/jkissinger/lab5/tagdirs/Sox2
#
# total peaks = 2236
# peak size = 75
# peaks found using tags on both strands
# minimum distance between peaks = 150
# fragment length = 74
# genome size = 2000000000
# Total tags = 1717745.0
# Total tags in peaks = 47099.0
# Approximate IP efficiency = 2.74%
# tags per bp = 0.000826
# expected tags per peak = 0.062
# maximum tags considered per bp = 1.0
# effective number of tags used for normalization = 10000000.0
# Peaks have been centered at maximum tag pile-up
# FDR rate threshold = 0.001000000
# FDR effective poisson threshold = 5.834966e-07
# FDR tag threshold = 4.0
# number of putative peaks = 101193
#
# input tag directory = /home/jkissinger/lab5/tagdirs/input
# Fold over input required = 4.00
# Poisson p-value over input required = 1.00e-04
# Putative peaks filtered by input = 93712
#
# size of region used for local filtering = 10000
# Fold over local region required = 4.00
# Poisson p-value over local region required = 1.00e-04
# Putative peaks filtered by local signal = 5245
#
# Maximum fold under expected unique positions for tags = 2.00
# Putative peaks filtered for being too clonal = 0
#
# cmd = findPeaks /home/jkissinger/lab5/tagdirs/Sox2 -i /home/jkissinger/lab5/tagdirs/input -style factor -o auto
#
# Column Headers:
#PeakID	chr	start	end	strand	Normalized Tag Count	focus ratio	findPeaks Score	Total Tags	Control Tags (normalized to IP Experiment)	Fold Change vs Control	p-value vs Control	Fold Change vs Local	p-value vs Local	Clonal Fold Change
17-1732	17	64916856	64916930	+	81.5	0.583	13.000000	14.0	2.0	7.01	2.86e-08	6.64	5.55e-08	0.92
17-1734	17	65559372	65559446	+	81.5	0.600	13.000000	15.0	3.0	5.01	6.54e-07	6.69	5.09e-08	1.00
17-1739	17	65885966	65886040	+	81.5	0.700	13.000000	14.0	2.0	7.01	2.86e-08	4.74	2.87e-06	0.92
17-1761	17	71473883	71473957	+	81.5	0.842	13.000000	14.0	1.0	14.03	4.11e-12	5.13	1.15e-06	0.92
17-1437	17	74315632	74315706	+	81.5	0.654	14.000000	14.0	1.0	14.03	4.11e-12	5.75	7.98e-07	0.86
17-1439	17	74994760	74994834	+	81.5	0.870	14.000000	14.0	2.0	7.01	2.86e-08	5.98	1.95e-07	1.00
17-1441	17	75147525	75147599	+	81.5	0.516	14.000000	14.0	2.0	7.01	2.86e-08	8.50	2.69e-09	0.86
17-2929	17	75172633	75172707	+	81.5	0.667	11.000000	14.0	2.0	7.01	2.86e-08	10.01	3.40e-10	1.09
17-1442	17	75552221	75552295	+	81.5	0.640	14.000000	15.0	3.0	5.01	6.54e-07	5.10	1.23e-06	0.92
17-1775	17	78604629	78604703	+	81.5	0.762	13.000000	14.0	3.0	4.68	3.32e-06	6.76	4.46e-08	0.92
17-2246	17	79373112	79373186	+	81.5	0.882	12.000000	14.0	1.0	14.03	4.11e-12	6.26	1.13e-07	1.00
17-1211	17	80562974	80563048	+	81.5	0.692	15.000000	14.0	1.0	14.03	4.11e-12	5.67	3.66e-07	0.92
17-1790	17	80621096	80621170	+	81.5	0.625	13.000000	14.0	3.0	4.68	3.32e-06	6.37	9.20e-08	0.92
17-1451	17	80660325	80660399	+	81.5	0.533	14.000000	14.0	1.0	14.03	4.11e-12	5.19	1.02e-06	0.86
17-2976	17	83563775	83563849	+	81.5	0.905	11.000000	14.0	2.0	7.01	2.86e-08	5.61	4.08e-07	1.20
17-1218	17	84698913	84698987	+	81.5	0.720	15.000000	14.0	3.0	4.68	3.32e-06	8.58	2.40e-09	0.86
17-1800	17	87249305	87249379	+	81.5	0.708	13.000000	14.0	3.0	4.68	3.32e-06	8.66	2.13e-09	0.92
17-1801	17	87350817	87350891	+	81.5	0.567	13.000000	14.0	2.0	7.01	2.86e-08	6.69	5.09e-08	0.92
17-1807	17	87933028	87933102	+	81.5	0.621	13.000000	14.0	1.0	14.03	4.11e-12	5.09	1.27e-06	0.92
17-1472	17	88066625	88066699	+	81.5	0.750	14.000000	14.0	2.0	7.01	2.86e-08	4.16	2.48e-05	0.86
17-1815	17	89865186	89865260	+	81.5	0.750	13.000000	14.0	1.0	14.03	4.11e-12	11.03	9.94e-11	0.92
17-1230	17	90009692	90009766	+	81.5	0.607	15.000000	14.0	0.5	28.06	4.13e-16	9.26	9.12e-10	0.92
17-1816	17	90501251	90501325	+	81.5	0.882	13.000000	14.0	3.0	4.68	3.32e-06	9.15	4.14e-09	0.93
17-1476	17	90797220	90797294	+	81.5	0.760	14.000000	14.0	0.5	28.06	4.13e-16	6.84	3.90e-08	0.92
17-1478	17	91254725	91254799	+	81.5	0.600	14.000000	14.0	3.0	4.68	3.32e-06	8.16	4.45e-09	0.86
17-1482	17	3063550	3063624	+	75.7	0.722	13.000000	13.0	1.0	13.03	5.76e-11	13.65	3.28e-11	0.86
17-1484	17	3558331	3558405	+	75.7	0.667	13.000000	13.0	3.0	4.34	1.58e-05	4.62	8.24e-06	0.86
17-1487	17	4163349	4163423	+	75.7	0.720	13.000000	13.0	2.0	6.51	2.03e-07	6.47	2.19e-07	0.93
17-1238	17	5464925	5464999	+	75.7	0.810	14.000000	13.0	3.0	4.34	1.58e-05	13.55	3.60e-11	0.86
17-1832	17	6441211	6441285	+	75.7	0.941	12.000000	13.0	3.0	4.34	1.58e-05	10.49	8.29e-10	1.01
17-1494	17	6778383	6778457	+	75.7	0.625	13.000000	13.0	2.0	6.51	2.03e-07	4.17	2.42e-05	0.86
17-2357	17	7381220	7381294	+	75.7	0.933	11.000000	13.0	2.0	6.51	2.03e-07	43.01	2.09e-17	1.01
17-1503	17	10425697	10425771	+	75.7	0.692	13.000000	13.0	2.0	6.51	2.03e-07	7.15	2.22e-07	0.86
17-1844	17	10744780	10744854	+	75.7	0.667	12.000000	13.0	2.0	6.51	2.03e-07	7.14	7.23e-08	1.01
17-1505	17	10772407	10772481	+	75.7	0.765	13.000000	13.0	2.0	6.51	2.03e-07	7.96	2.07e-08	0.86
17-4214	17	11335682	11335756	+	75.7	0.500	9.000000	13.0	2.0	6.51	2.03e-07	9.70	3.53e-08	1.18
17-1249	17	11913110	11913184	+	75.7	0.533	14.000000	13.0	2.0	6.51	2.03e-07	8.56	9.02e-09	0.86
17-1252	17	12205675	12205749	+	75.7	0.538	14.000000	13.0	2.0	6.51	2.03e-07	5.59	1.10e-06	0.86
17-1850	17	12371535	12371609	+	75.7	0.636	12.000000	13.0	1.0	13.03	5.76e-11	7.08	7.94e-08	0.93
17-1517	17	15179731	15179805	+	75.7	0.714	13.000000	13.0	2.0	6.51	2.03e-07	5.93	1.55e-06	0.86
17-1862	17	15564242	15564316	+	75.7	0.600	12.000000	13.0	2.0	6.51	2.03e-07	5.77	7.69e-07	1.01
17-1087	17	15954102	15954176	+	75.7	0.821	15.000000	13.0	2.0	6.51	2.03e-07	7.42	4.69e-08	0.86
17-1519	17	17468268	17468342	+	75.7	0.826	13.000000	13.0	0.5	26.05	1.16e-14	10.82	5.74e-10	0.86
17-1522	17	21065624	21065698	+	75.7	0.484	13.000000	13.0	2.0	6.51	2.03e-07	7.05	8.32e-08	0.93
17-1890	17	23568571	23568645	+	75.7	0.714	12.000000	13.0	1.0	13.03	5.76e-11	5.91	5.93e-07	0.93
17-1893	17	23643671	23643745	+	75.7	0.833	12.000000	13.0	2.0	6.51	2.03e-07	5.95	5.49e-07	0.93
17-1899	17	24076068	24076142	+	75.7	0.609	12.000000	13.0	2.0	6.51	2.03e-07	5.36	4.21e-06	0.94
17-1280	17	24441295	24441369	+	75.7	0.750	14.000000	13.0	1.0	13.03	5.76e-11	8.31	1.27e-08	0.86
17-1907	17	24687190	24687264	+	75.7	0.650	12.000000	13.0	3.0	4.34	1.58e-05	5.93	5.71e-07	0.93
17-1537	17	24698133	24698207	+	75.7	0.667	13.000000	13.0	2.0	6.51	2.03e-07	5.70	8.90e-07	0.93
17-1545	17	24951329	24951403	+	75.7	0.533	13.000000	13.0	2.0	6.51	2.03e-07	5.29	4.81e-06	0.86
17-2454	17	24959960	24960034	+	75.7	0.708	11.000000	13.0	2.0	6.51	2.03e-07	5.39	1.61e-06	1.12
17-1921	17	25772880	25772954	+	75.7	0.810	12.000000	13.0	0.5	26.05	1.16e-14	5.73	8.27e-07	0.93
17-4404	17	25773040	25773114	+	75.7	0.684	9.000000	13.0	0.5	26.05	1.16e-14	5.72	8.58e-07	1.24
17-1928	17	25920388	25920462	+	75.7	0.571	12.000000	14.0	2.0	7.01	2.86e-08	5.97	5.29e-07	1.01
17-2463	17	25986138	25986212	+	75.7	0.800	11.000000	13.0	2.0	6.51	2.03e-07	6.32	2.81e-07	1.01
17-1553	17	26466798	26466872	+	75.7	0.650	13.000000	13.0	3.0	4.34	1.58e-05	6.88	1.09e-07	0.86
17-1286	17	26549002	26549076	+	75.7	0.607	14.000000	13.0	2.0	6.51	2.03e-07	4.05	3.23e-05	0.86
17-1944	17	27009443	27009517	+	75.7	0.519	12.000000	13.0	1.0	13.03	5.76e-11	4.86	4.90e-06	0.93
17-1563	17	27564583	27564657	+	75.7	0.516	13.000000	13.0	2.0	6.51	2.03e-07	4.96	3.96e-06	0.86
17-1566	17	27761885	27761959	+	75.7	0.826	13.000000	13.0	3.0	4.34	1.58e-05	6.47	2.19e-07	1.01
17-1573	17	28141775	28141849	+	75.7	0.652	13.000000	13.0	2.0	6.51	2.03e-07	4.70	6.95e-06	0.86
17-1294	17	28150066	28150140	+	75.7	0.621	14.000000	13.0	2.0	6.51	2.03e-07	5.73	8.27e-07	0.86
17-1963	17	28774456	28774530	+	75.7	0.714	12.000000	13.0	1.0	13.03	5.76e-11	7.14	7.23e-08	1.01
17-1579	17	28855333	28855407	+	75.7	0.609	13.000000	13.0	2.0	6.51	2.03e-07	6.59	1.77e-07	0.86
17-1973	17	29194008	29194082	+	75.7	0.533	12.000000	13.0	0.5	26.05	1.16e-14	5.49	3.32e-06	0.94
17-1304	17	29322926	29323000	+	75.7	0.630	14.000000	13.0	2.0	6.51	2.03e-07	4.77	6.02e-06	0.93
17-3363	17	29473203	29473277	+	75.7	0.800	10.000000	13.0	1.0	13.03	5.76e-11	4.73	6.56e-06	1.12
17-1305	17	29614487	29614561	+	75.7	0.533	14.000000	13.0	3.0	4.34	1.58e-05	4.89	4.61e-06	0.86
17-1586	17	29660412	29660486	+	75.7	0.667	13.000000	13.0	2.0	6.51	2.03e-07	6.06	4.53e-07	0.93
17-1587	17	29812267	29812341	+	75.7	0.692	13.000000	13.0	2.0	6.51	2.03e-07	6.28	3.05e-07	0.93
17-1989	17	30596638	30596712	+	75.7	0.933	12.000000	13.0	1.0	13.03	5.76e-11	5.26	2.10e-06	0.93
17-1991	17	30820599	30820673	+	75.7	0.667	12.000000	13.0	2.0	6.51	2.03e-07	7.11	7.58e-08	1.01
17-1993	17	31271382	31271456	+	75.7	0.720	12.000000	13.0	3.0	4.34	1.58e-05	5.07	3.09e-06	1.01
17-978	17	31296799	31296873	+	75.7	0.878	16.000000	13.0	3.0	4.34	1.58e-05	4.12	2.73e-05	0.86
17-1995	17	31492642	31492716	+	75.7	0.636	12.000000	13.0	1.0	13.03	5.76e-11	6.62	1.70e-07	0.93
17-1316	17	31520221	31520295	+	75.7	0.621	14.000000	13.0	3.0	4.34	1.58e-05	6.06	4.53e-07	0.93
17-1320	17	31734670	31734744	+	75.7	0.485	14.000000	13.0	3.0	4.34	1.58e-05	5.36	4.21e-06	0.86
17-1605	17	33358934	33359008	+	75.7	0.591	13.000000	13.0	3.0	4.34	1.58e-05	7.17	6.90e-08	0.86
17-2017	17	33969016	33969090	+	75.7	0.643	12.000000	14.0	2.0	7.01	2.86e-08	5.97	5.29e-07	1.01
17-2020	17	34031386	34031460	+	75.7	0.727	12.000000	13.0	3.0	4.34	1.58e-05	4.18	2.36e-05	1.01
17-2025	17	34891595	34891669	+	75.7	0.800	12.000000	13.0	0.5	26.05	1.16e-14	4.30	3.59e-05	0.94
17-2029	17	35064221	35064295	+	75.7	0.667	12.000000	13.0	1.0	13.03	5.76e-11	4.14	2.60e-05	0.93
17-2645	17	35667395	35667469	+	75.7	0.700	11.000000	13.0	2.0	6.51	2.03e-07	7.11	7.58e-08	1.01
17-2052	17	35992238	35992312	+	75.7	0.750	12.000000	13.0	3.0	4.34	1.58e-05	4.17	2.42e-05	0.93
17-1639	17	37012682	37012756	+	75.7	0.609	13.000000	13.0	0.5	26.05	1.16e-14	4.02	3.47e-05	0.86
17-1350	17	37245399	37245473	+	75.7	0.600	14.000000	13.0	3.0	4.34	1.58e-05	5.75	2.09e-06	0.86
17-2062	17	40520132	40520206	+	75.7	0.812	12.000000	13.0	2.0	6.51	2.03e-07	8.27	1.34e-08	0.93
17-1352	17	40585778	40585852	+	75.7	0.516	14.000000	14.0	0.5	28.06	4.13e-16	6.83	1.20e-07	0.93
17-1647	17	43327117	43327191	+	75.7	0.600	13.000000	13.0	1.0	13.03	5.76e-11	5.93	1.55e-06	0.86
17-2068	17	43354763	43354837	+	75.7	0.714	12.000000	13.0	3.0	4.34	1.58e-05	7.96	2.07e-08	0.93
17-2071	17	43869871	43869945	+	75.7	0.727	12.000000	13.0	3.0	4.34	1.58e-05	9.05	4.69e-09	0.93
17-1359	17	44244233	44244307	+	75.7	0.600	14.000000	13.0	3.0	4.34	1.58e-05	6.21	3.44e-07	0.93
17-1651	17	45536258	45536332	+	75.7	0.750	13.000000	13.0	3.0	4.34	1.58e-05	6.32	2.81e-07	0.93
17-2725	17	45619011	45619085	+	75.7	0.600	11.000000	13.0	0.5	26.05	1.16e-14	4.69	7.15e-06	1.01
17-1656	17	45680714	45680788	+	75.7	0.789	13.000000	13.0	1.0	13.03	5.76e-11	5.31	4.66e-06	0.94
17-1159	17	47011276	47011350	+	75.7	0.679	15.000000	13.0	1.0	13.03	5.76e-11	5.03	3.40e-06	0.93
17-1670	17	47194614	47194688	+	75.7	0.667	13.000000	13.0	3.0	4.34	1.58e-05	4.75	6.19e-06	0.93
17-2120	17	47888123	47888197	+	75.7	0.581	12.000000	14.0	3.0	4.68	3.32e-06	5.28	2.04e-06	1.12
17-1682	17	47946870	47946944	+	75.7	0.714	13.000000	13.0	2.0	6.51	2.03e-07	7.55	3.85e-08	0.86
17-1687	17	48467638	48467712	+	75.7	0.700	13.000000	13.0	2.0	6.51	2.03e-07	7.51	4.05e-08	0.93
17-2128	17	49498406	49498480	+	75.7	0.750	12.000000	13.0	2.0	6.51	2.03e-07	11.32	3.36e-10	0.93
17-2799	17	50866967	50867041	+	75.7	0.636	11.000000	13.0	1.0	13.03	5.76e-11	15.50	7.06e-12	1.12
17-2132	17	51844814	51844888	+	75.7	0.680	12.000000	13.0	2.0	6.51	2.03e-07	8.23	1.42e-08	0.93
17-1398	17	51881143	51881217	+	75.7	0.762	14.000000	13.0	0.5	26.05	1.16e-14	7.96	2.07e-08	0.86
17-1690	17	52692104	52692178	+	75.7	0.714	13.000000	13.0	2.0	6.51	2.03e-07	10.36	9.57e-10	0.93
17-2134	17	53388101	53388175	+	75.7	0.652	12.000000	13.0	2.0	6.51	2.03e-07	9.01	4.98e-09	1.01
17-2146	17	56266971	56267045	+	75.7	0.833	12.000000	13.0	0.5	26.05	1.16e-14	4.49	1.12e-05	1.01
17-1714	17	56935938	56936012	+	75.7	0.452	13.000000	13.0	1.0	13.03	5.76e-11	4.73	6.56e-06	0.86
17-1715	17	56963809	56963883	+	75.7	0.667	13.000000	13.0	3.0	4.34	1.58e-05	5.99	5.09e-07	0.93
17-1722	17	62692563	62692637	+	75.7	0.692	13.000000	13.0	1.0	13.03	5.76e-11	6.21	3.44e-07	0.86
17-1724	17	62884349	62884423	+	75.7	0.684	13.000000	13.0	1.0	13.03	5.76e-11	4.54	1.00e-05	0.86
17-1730	17	64332609	64332683	+	75.7	0.800	13.000000	13.0	2.0	6.51	2.03e-07	6.67	1.56e-07	0.93
17-1731	17	64538642	64538716	+	75.7	0.652	13.000000	14.0	3.0	4.68	3.32e-06	5.97	5.29e-07	0.93
17-2849	17	65851949	65852023	+	75.7	0.800	11.000000	13.0	3.0	4.34	1.58e-05	6.12	4.03e-07	1.01
17-2182	17	66004762	66004836	+	75.7	0.667	12.000000	13.0	2.0	6.51	2.03e-07	7.08	7.94e-08	0.93
17-1742	17	66396075	66396149	+	75.7	0.737	13.000000	13.0	1.0	13.03	5.76e-11	6.99	9.12e-08	0.86
17-1194	17	66507320	66507394	+	75.7	0.600	15.000000	13.0	3.0	4.34	1.58e-05	4.83	5.20e-06	0.86
17-1427	17	66507580	66507654	+	75.7	0.643	14.000000	13.0	3.0	4.34	1.58e-05	4.77	6.02e-06	0.86
17-2195	17	67711343	67711417	+	75.7	0.556	12.000000	13.0	2.0	6.51	2.03e-07	6.35	2.70e-07	0.93
17-1746	17	67969094	67969168	+	75.7	0.467	13.000000	13.0	2.0	6.51	2.03e-07	9.50	2.66e-09	0.93
17-1747	17	67983921	67983995	+	75.7	0.680	13.000000	13.0	0.5	26.05	1.16e-14	7.71	2.99e-08	0.86
17-1429	17	70527326	70527400	+	75.7	0.531	14.000000	13.0	0.5	26.05	1.16e-14	7.29	5.70e-08	0.86
17-2200	17	70582977	70583051	+	75.7	0.842	12.000000	13.0	2.0	6.51	2.03e-07	7.61	3.48e-08	0.93
17-1433	17	71311980	71312054	+	75.7	0.810	14.000000	13.0	2.0	6.51	2.03e-07	6.28	3.05e-07	0.86
17-2913	17	71845055	71845129	+	75.7	0.929	11.000000	13.0	2.0	6.51	2.03e-07	14.22	2.01e-11	1.01
17-2916	17	72479448	72479522	+	75.7	0.929	11.000000	13.0	0.5	26.05	1.16e-14	10.43	8.91e-10	1.01
17-2918	17	73518717	73518791	+	75.7	0.824	11.000000	13.0	3.0	4.34	1.58e-05	12.03	1.62e-10	1.01
17-3919	17	73825486	73825560	+	75.7	0.722	10.000000	13.0	2.0	6.51	2.03e-07	11.24	3.63e-10	1.12
17-1766	17	74020727	74020801	+	75.7	0.520	13.000000	13.0	0.5	26.05	1.16e-14	7.53	1.30e-07	0.86
17-1767	17	74296623	74296697	+	75.7	0.737	13.000000	13.0	3.0	4.34	1.58e-05	4.22	2.14e-05	0.86
17-2228	17	74317111	74317185	+	75.7	0.722	12.000000	13.0	3.0	4.34	1.58e-05	5.97	5.29e-07	0.93
17-2923	17	74459220	74459294	+	75.7	0.737	11.000000	13.0	2.0	6.51	2.03e-07	4.36	1.53e-05	1.01
17-1768	17	74462517	74462591	+	75.7	0.636	13.000000	13.0	3.0	4.34	1.58e-05	5.20	2.40e-06	0.93
17-2239	17	75172965	75173039	+	75.7	0.789	12.000000	13.0	0.5	26.05	1.16e-14	8.96	5.30e-09	0.93
17-1772	17	76721460	76721534	+	75.7	0.640	13.000000	13.0	2.0	6.51	2.03e-07	13.03	5.73e-11	0.93
17-1774	17	78603992	78604066	+	75.7	0.538	13.000000	13.0	2.0	6.51	2.03e-07	5.59	2.78e-06	0.86
17-1783	17	79364829	79364903	+	75.7	0.571	13.000000	13.0	3.0	4.34	1.58e-05	4.13	2.67e-05	0.93
17-2261	17	81015928	81016002	+	75.7	0.615	12.000000	13.0	3.0	4.34	1.58e-05	7.51	4.05e-08	0.93
17-2262	17	82312285	82312359	+	75.7	0.714	12.000000	13.0	1.0	13.03	5.76e-11	6.37	2.59e-07	0.93
17-4025	17	84636235	84636309	+	75.7	0.650	10.000000	13.0	1.0	13.03	5.76e-11	5.26	2.10e-06	1.12
17-2997	17	85102447	85102521	+	75.7	0.720	11.000000	13.0	3.0	4.34	1.58e-05	4.52	1.06e-05	1.12
17-2293	17	85714616	85714690	+	75.7	0.824	12.000000	13.0	3.0	4.34	1.58e-05	7.15	2.22e-07	0.94
17-2301	17	87366837	87366911	+	75.7	0.667	12.000000	14.0	0.5	28.06	4.13e-16	6.77	1.31e-07	1.01
17-1808	17	87963556	87963630	+	75.7	0.682	13.000000	13.0	3.0	4.34	1.58e-05	5.21	2.32e-06	0.86
17-1473	17	88252083	88252157	+	75.7	0.548	14.000000	13.0	1.0	13.03	5.76e-11	4.14	2.60e-05	0.93
17-1474	17	88326185	88326259	+	75.7	0.615	14.000000	13.0	3.0	4.34	1.58e-05	4.78	5.84e-06	0.86
17-1813	17	88613912	88613986	+	75.7	0.941	13.000000	13.0	2.0	6.51	2.03e-07	7.35	5.18e-08	0.93
17-2319	17	91376431	91376505	+	75.7	0.621	12.000000	13.0	3.0	4.34	1.58e-05	10.89	5.33e-10	0.93
17-2330	17	3498295	3498369	+	69.9	0.667	11.000000	12.0	3.0	4.01	7.00e-05	9.18	1.56e-08	0.94
17-1486	17	4114391	4114465	+	69.9	0.875	13.000000	12.0	1.0	12.02	7.51e-10	9.23	1.47e-08	0.86
17-3054	17	4509864	4509938	+	69.9	0.867	10.000000	12.0	1.0	12.02	7.51e-10	15.57	4.25e-11	1.03
17-2334	17	4907510	4907584	+	69.9	0.556	11.000000	12.0	2.0	6.01	1.34e-06	5.22	5.49e-06	0.94
17-1828	17	5402799	5402873	+	69.9	0.667	12.000000	13.0	2.0	6.51	2.03e-07	5.04	1.85e-05	0.86
17-3065	17	5552321	5552395	+	69.9	0.722	10.000000	12.0	2.0	6.01	1.34e-06	9.13	1.66e-08	1.03
17-2337	17	5661536	5661610	+	69.9	0.706	11.000000	12.0	0.5	24.05	3.02e-13	4.19	4.63e-05	0.94
17-2352	17	6783780	6783854	+	69.9	0.545	11.000000	12.0	0.5	24.05	3.02e-13	4.59	1.94e-05	0.94
17-2353	17	6827772	6827846	+	69.9	0.667	11.000000	12.0	3.0	4.01	7.00e-05	5.49	3.32e-06	0.94
17-1835	17	7762384	7762458	+	69.9	0.667	12.000000	12.0	3.0	4.01	7.00e-05	8.77	2.54e-08	0.94
17-1837	17	8372418	8372492	+	69.9	0.520	12.000000	12.0	2.0	6.01	1.34e-06	4.35	3.24e-05	0.86
17-1499	17	8985939	8986013	+	69.9	0.750	13.000000	12.0	2.0	6.01	1.34e-06	8.45	3.82e-08	0.86
17-1838	17	9240939	9241013	+	69.9	0.850	12.000000	13.0	1.0	13.03	5.76e-11	11.03	2.11e-09	1.03
17-1839	17	10078974	10079048	+	69.9	0.500	12.000000	12.0	3.0	4.01	7.00e-05	4.51	2.29e-05	0.86
17-1840	17	10198463	10198537	+	69.9	0.684	12.000000	12.0	2.0	6.01	1.34e-06	5.77	2.01e-06	0.86
17-1842	17	10366102	10366176	+	69.9	0.686	12.000000	12.0	2.0	6.01	1.34e-06	4.78	1.30e-05	0.94
17-2368	17	10366781	10366855	+	69.9	0.667	11.000000	12.0	2.0	6.01	1.34e-06	4.71	1.51e-05	0.94
17-1504	17	10675266	10675340	+	69.9	0.857	13.000000	13.0	1.0	13.03	5.76e-11	7.71	1.01e-07	0.86
17-1846	17	12103935	12104009	+	69.9	0.636	12.000000	12.0	1.0	12.02	7.51e-10	4.84	1.16e-05	0.86
17-1848	17	12159428	12159502	+	69.9	0.636	12.000000	13.0	2.0	6.51	2.03e-07	4.12	5.36e-05	0.94
17-1507	17	12183221	12183295	+	69.9	0.560	13.000000	13.0	3.0	4.34	1.58e-05	6.46	6.45e-07	0.86
17-3119	17	14167168	14167242	+	69.9	0.600	10.000000	12.0	3.0	4.01	7.00e-05	5.13	1.58e-05	1.05
17-2385	17	14202793	14202867	+	69.9	0.650	11.000000	12.0	3.0	4.01	7.00e-05	4.49	2.42e-05	1.03
17-1860	17	15472846	15472920	+	69.9	0.750	12.000000	12.0	0.5	24.05	3.02e-13	6.30	8.27e-07	0.86
17-1861	17	15504682	15504756	+	69.9	0.519	12.000000	12.0	1.0	12.02	7.51e-10	5.24	5.31e-06	0.86
17-1865	17	15715418	15715492	+	69.9	0.650	12.000000	12.0	3.0	4.01	7.00e-05	5.77	2.01e-06	0.86
17-1874	17	17827733	17827807	+	69.9	0.591	12.000000	12.0	2.0	6.01	1.34e-06	4.34	3.33e-05	0.94
17-1876	17	20246059	20246133	+	69.9	0.609	12.000000	12.0	1.0	12.02	7.51e-10	18.05	8.03e-12	0.94
17-1878	17	20444566	20444640	+	69.9	0.519	12.000000	12.0	0.5	24.05	3.02e-13	13.35	1.30e-09	0.94
17-1523	17	21272234	21272308	+	69.9	0.619	13.000000	12.0	2.0	6.01	1.34e-06	7.86	8.22e-08	0.86
17-1879	17	21449865	21449939	+	69.9	0.609	12.000000	12.0	1.0	12.02	7.51e-10	7.42	1.51e-07	0.86
17-2411	17	21517053	21517127	+	69.9	0.619	11.000000	12.0	3.0	4.01	7.00e-05	6.30	8.27e-07	0.94
17-1883	17	21566572	21566646	+	69.9	0.667	12.000000	12.0	3.0	4.01	7.00e-05	6.28	8.61e-07	0.86
17-1884	17	21707712	21707786	+	69.9	0.600	12.000000	12.0	2.0	6.01	1.34e-06	6.38	7.31e-07	0.94
17-2412	17	21847650	21847724	+	69.9	0.875	11.000000	12.0	3.0	4.01	7.00e-05	6.62	5.00e-07	1.03
17-1889	17	22877344	22877418	+	69.9	0.619	12.000000	12.0	0.5	24.05	3.02e-13	5.69	2.33e-06	0.86
17-1900	17	24163495	24163569	+	69.9	0.560	12.000000	12.0	2.0	6.01	1.34e-06	4.64	1.74e-05	0.86
17-3204	17	24211816	24211890	+	69.9	0.640	10.000000	12.0	3.0	4.01	7.00e-05	4.86	1.12e-05	1.03
17-2437	17	24415094	24415168	+	69.9	0.636	11.000000	12.0	2.0	6.01	1.34e-06	4.04	6.50e-05	0.94
17-2439	17	24494900	24494974	+	69.9	0.684	11.000000	12.0	3.0	4.01	7.00e-05	7.82	8.66e-08	1.03
17-1913	17	24951090	24951164	+	69.9	0.750	12.000000	12.0	3.0	4.01	7.00e-05	5.29	4.81e-06	0.86
17-1919	17	25698583	25698657	+	69.9	0.650	12.000000	12.0	1.0	12.02	7.51e-10	6.70	4.39e-07	0.94
17-1551	17	26069803	26069877	+	69.9	0.652	13.000000	12.0	2.0	6.01	1.34e-06	5.22	1.35e-05	0.86
17-2474	17	26561381	26561455	+	69.9	0.696	11.000000	12.0	2.0	6.01	1.34e-06	5.97	1.44e-06	0.94
17-2478	17	27027584	27027658	+	69.9	0.591	11.000000	12.0	2.0	6.01	1.34e-06	5.31	4.66e-06	0.94
17-2480	17	27048178	27048252	+	69.9	0.667	11.000000	12.0	2.0	6.01	1.34e-06	4.37	3.08e-05	1.03
17-1948	17	27391729	27391803	+	69.9	0.667	12.000000	12.0	2.0	6.01	1.34e-06	4.92	9.97e-06	0.94
17-2497	17	27783820	27783894	+	69.9	0.583	11.000000	12.0	3.0	4.01	7.00e-05	5.95	1.49e-06	0.94
17-2502	17	28179229	28179303	+	69.9	0.737	11.000000	12.0	1.0	12.02	7.51e-10	4.63	1.79e-05	0.94
17-2511	17	28507035	28507109	+	69.9	0.737	11.000000	12.0	2.0	6.01	1.34e-06	4.96	9.10e-06	1.03
17-2513	17	28523151	28523225	+	69.9	0.706	11.000000	12.0	3.0	4.01	7.00e-05	4.06	6.20e-05	0.94
17-1961	17	28622347	28622421	+	69.9	0.682	12.000000	12.0	3.0	4.01	7.00e-05	4.07	6.05e-05	0.94
17-1965	17	28883046	28883120	+	69.9	0.778	12.000000	12.0	3.0	4.01	7.00e-05	5.09	7.10e-06	0.86
17-1967	17	28932448	28932522	+	69.9	0.737	12.000000	12.0	3.0	4.01	7.00e-05	5.36	4.21e-06	0.94
17-3321	17	28973905	28973979	+	69.9	0.765	10.000000	12.0	2.0	6.01	1.34e-06	5.04	7.80e-06	1.03
17-2526	17	29057760	29057834	+	69.9	0.765	11.000000	12.0	2.0	6.01	1.34e-06	4.70	1.55e-05	0.94
17-1583	17	29341908	29341982	+	69.9	0.690	13.000000	12.0	3.0	4.01	7.00e-05	5.03	8.04e-06	0.86
17-1585	17	29381518	29381592	+	69.9	0.652	13.000000	13.0	3.0	4.34	1.58e-05	4.27	3.88e-05	0.86
