# HOMER Peaks
# Peak finding parameters:
# tag directory = /home/jkissinger/lab5/tagdirs/Klf4
#
# total peaks = 3020
# peak size = 75
# peaks found using tags on both strands
# minimum distance between peaks = 150
# fragment length = 74
# genome size = 2000000000
# Total tags = 1720172.0
# Total tags in peaks = 53736.0
# Approximate IP efficiency = 3.12%
# tags per bp = 0.000798
# expected tags per peak = 0.060
# maximum tags considered per bp = 1.0
# effective number of tags used for normalization = 10000000.0
# Peaks have been centered at maximum tag pile-up
# FDR rate threshold = 0.001000000
# FDR effective poisson threshold = 5.086211e-07
# FDR tag threshold = 4.0
# number of putative peaks = 93354
#
# input tag directory = /home/jkissinger/lab5/tagdirs/input
# Fold over input required = 4.00
# Poisson p-value over input required = 1.00e-04
# Putative peaks filtered by input = 83515
#
# size of region used for local filtering = 10000
# Fold over local region required = 4.00
# Poisson p-value over local region required = 1.00e-04
# Putative peaks filtered by local signal = 6819
#
# Maximum fold under expected unique positions for tags = 2.00
# Putative peaks filtered for being too clonal = 0
#
# cmd = findPeaks /home/jkissinger/lab5/tagdirs/Klf4 -i /home/jkissinger/lab5/tagdirs/input -style factor -o auto
#
# Column Headers:
#PeakID	chr	start	end	strand	Normalized Tag Count	focus ratio	findPeaks Score	Total Tags	Control Tags (normalized to IP Experiment)	Fold Change vs Control	p-value vs Control	Fold Change vs Local	p-value vs Local	Clonal Fold Change
17-2175	17	12205687	12205761	+	81.4	0.594	13.000000	14.0	2.0	7.00	2.91e-08	4.49	5.29e-06	0.93
17-2176	17	12342596	12342670	+	81.4	0.500	13.000000	14.0	0.5	28.02	4.21e-16	8.31	3.56e-09	0.93
17-3342	17	12925069	12925143	+	81.4	0.750	11.000000	15.0	1.0	15.01	2.79e-13	8.78	1.79e-09	1.12
17-2674	17	12960614	12960688	+	81.4	0.615	12.000000	14.0	2.0	7.00	2.91e-08	8.00	1.96e-08	1.01
17-2679	17	13556407	13556481	+	81.4	0.538	12.000000	14.0	1.0	14.01	4.18e-12	5.50	5.21e-07	0.93
17-3351	17	14288391	14288465	+	81.4	0.750	11.000000	14.0	1.0	14.01	4.18e-12	9.96	3.64e-10	1.01
17-1502	17	15207274	15207348	+	81.4	0.600	15.000000	14.0	1.0	14.01	4.18e-12	5.19	1.02e-06	0.80
17-1797	17	15527188	15527262	+	81.4	0.571	14.000000	14.0	2.0	7.00	2.91e-08	5.77	2.95e-07	0.80
17-2185	17	15564236	15564310	+	81.4	0.571	13.000000	14.0	2.0	7.00	2.91e-08	6.64	5.55e-08	0.86
17-1800	17	15826463	15826537	+	81.4	0.692	14.000000	14.0	2.0	7.00	2.91e-08	5.01	1.53e-06	0.86
17-1803	17	17981547	17981621	+	81.4	0.824	14.000000	14.0	1.0	14.01	4.18e-12	14.47	2.74e-12	0.80
17-2197	17	23661604	23661678	+	81.4	0.640	13.000000	14.0	1.0	14.01	4.18e-12	4.61	8.47e-06	0.93
17-2710	17	23726996	23727070	+	81.4	0.600	12.000000	14.0	3.0	4.67	3.38e-06	4.09	2.94e-05	1.01
17-2711	17	23727884	23727958	+	81.4	0.655	12.000000	14.0	2.0	7.00	2.91e-08	4.19	2.30e-05	1.01
17-2200	17	23786792	23786866	+	81.4	0.692	13.000000	14.0	1.0	14.01	4.18e-12	4.07	3.08e-05	0.93
17-2202	17	23851521	23851595	+	81.4	0.562	13.000000	14.0	0.5	28.02	4.21e-16	6.40	2.48e-07	1.01
17-3397	17	24197362	24197436	+	81.4	0.789	11.000000	14.0	3.0	4.67	3.38e-06	4.75	2.78e-06	1.01
17-2206	17	24454779	24454853	+	81.4	0.927	13.000000	14.0	3.0	4.67	3.38e-06	5.15	1.12e-06	0.86
17-2733	17	24646584	24646658	+	81.4	0.800	12.000000	16.0	4.0	4.00	4.85e-06	4.23	1.01e-05	1.01
17-2220	17	24857965	24858039	+	81.4	0.621	13.000000	14.0	2.0	7.00	2.91e-08	6.99	2.98e-08	0.93
17-1832	17	24903937	24904011	+	81.4	0.652	14.000000	14.0	1.0	14.01	4.18e-12	6.48	7.47e-08	0.86
17-2226	17	25497183	25497257	+	81.4	0.773	13.000000	14.0	3.0	4.67	3.38e-06	6.86	3.73e-08	0.86
17-2748	17	25698621	25698695	+	81.4	0.720	12.000000	14.0	3.0	4.67	3.38e-06	7.35	1.61e-08	0.93
17-2749	17	25716922	25716996	+	81.4	0.667	12.000000	14.0	1.0	14.01	4.18e-12	4.23	1.01e-05	0.93
17-2240	17	26940013	26940087	+	81.4	0.750	13.000000	14.0	2.0	7.00	2.91e-08	4.21	2.19e-05	0.93
17-2251	17	27179896	27179970	+	81.4	0.692	13.000000	14.0	2.0	7.00	2.91e-08	4.54	4.62e-06	0.86
17-2789	17	27719764	27719838	+	81.4	0.682	12.000000	14.0	2.0	7.00	2.91e-08	4.02	1.77e-05	0.93
17-2273	17	28216945	28217019	+	81.4	0.577	13.000000	14.0	3.0	4.67	3.38e-06	4.38	6.90e-06	0.93
17-3518	17	28384455	28384529	+	81.4	0.720	11.000000	14.0	3.0	4.67	3.38e-06	4.40	6.55e-06	1.01
17-2282	17	28387642	28387716	+	81.4	0.750	13.000000	14.0	1.0	14.01	4.18e-12	5.02	1.48e-06	0.86
17-1870	17	28419055	28419129	+	81.4	0.727	14.000000	14.0	2.0	7.00	2.91e-08	4.12	1.36e-05	0.86
17-2286	17	28538067	28538141	+	81.4	0.680	13.000000	14.0	3.0	4.67	3.38e-06	6.28	1.08e-07	0.93
17-3556	17	29193670	29193744	+	81.4	0.677	11.000000	14.0	3.0	4.67	3.38e-06	4.70	3.12e-06	1.01
17-2839	17	29199594	29199668	+	81.4	0.778	12.000000	14.0	1.0	14.01	4.18e-12	6.89	3.57e-08	0.93
17-2841	17	29233500	29233574	+	81.4	0.640	12.000000	14.0	2.0	7.00	2.91e-08	4.20	1.09e-05	0.93
17-2842	17	29237797	29237871	+	81.4	0.680	12.000000	14.0	2.0	7.00	2.91e-08	4.14	1.27e-05	0.93
17-2301	17	29392365	29392439	+	81.4	0.727	13.000000	14.0	1.0	14.01	4.18e-12	4.37	7.09e-06	0.86
17-2856	17	29733143	29733217	+	81.4	0.630	12.000000	14.0	1.0	14.01	4.18e-12	4.27	9.16e-06	0.93
17-2858	17	29757217	29757291	+	81.4	0.773	12.000000	14.0	3.0	4.67	3.38e-06	5.90	2.27e-07	1.01
17-2861	17	29762520	29762594	+	81.4	0.606	12.000000	14.0	1.0	14.01	4.18e-12	4.28	8.93e-06	1.01
17-1568	17	29889777	29889851	+	81.4	0.704	15.000000	14.0	3.0	4.67	3.38e-06	4.29	8.71e-06	0.80
17-2313	17	29931715	29931789	+	81.4	0.643	13.000000	14.0	0.5	28.02	4.21e-16	5.28	8.35e-07	0.93
17-1574	17	30637867	30637941	+	81.4	0.838	15.000000	14.0	3.0	4.67	3.38e-06	5.67	3.66e-07	0.80
17-3594	17	30694269	30694343	+	81.4	0.680	11.000000	14.0	2.0	7.00	2.91e-08	6.84	3.90e-08	1.12
17-2868	17	30826093	30826167	+	81.4	0.682	12.000000	14.0	3.0	4.67	3.38e-06	6.23	3.31e-07	1.01
17-1896	17	31000858	31000932	+	81.4	0.606	14.000000	15.0	3.0	5.00	6.65e-07	7.75	8.41e-09	0.86
17-1577	17	31073962	31074036	+	81.4	0.692	15.000000	16.0	2.0	8.01	4.76e-10	4.46	5.59e-06	0.80
17-1899	17	31077864	31077938	+	81.4	0.655	14.000000	14.0	2.0	7.00	2.91e-08	4.49	5.29e-06	0.80
17-2876	17	31282218	31282292	+	81.4	0.696	12.000000	14.0	2.0	7.00	2.91e-08	5.22	9.52e-07	0.93
17-2879	17	31315591	31315665	+	81.4	0.708	12.000000	14.0	3.0	4.67	3.38e-06	4.16	4.98e-05	0.94
17-2880	17	31385980	31386054	+	81.4	0.677	12.000000	15.0	3.0	5.00	6.65e-07	4.34	7.66e-06	1.01
17-1904	17	31466966	31467040	+	81.4	0.548	14.000000	14.0	2.0	7.00	2.91e-08	4.69	3.21e-06	0.86
17-2323	17	31485275	31485349	+	81.4	0.739	13.000000	14.0	3.0	4.67	3.38e-06	5.65	3.80e-07	1.01
17-2329	17	31674286	31674360	+	81.4	0.750	13.000000	14.0	2.0	7.00	2.91e-08	6.26	1.13e-07	0.93
17-2887	17	31765204	31765278	+	81.4	0.692	12.000000	14.0	0.5	28.02	4.21e-16	5.85	6.63e-07	1.01
17-3624	17	31783857	31783931	+	81.4	0.700	11.000000	14.0	2.0	7.00	2.91e-08	5.84	2.54e-07	1.01
17-2334	17	31841598	31841672	+	81.4	0.594	13.000000	14.0	1.0	14.01	4.18e-12	4.99	1.58e-06	0.93
17-2891	17	31933610	31933684	+	81.4	0.680	12.000000	14.0	2.0	7.00	2.91e-08	5.06	1.35e-06	0.93
17-1912	17	32036309	32036383	+	81.4	0.538	14.000000	14.0	3.0	4.67	3.38e-06	4.00	1.85e-05	0.80
17-2893	17	32119192	32119266	+	81.4	0.581	12.000000	14.0	1.0	14.01	4.18e-12	4.21	1.06e-05	0.93
17-2347	17	32746600	32746674	+	81.4	0.704	13.000000	15.0	0.5	30.02	1.40e-17	8.35	3.37e-09	0.93
17-1593	17	33353155	33353229	+	81.4	0.484	15.000000	14.0	3.0	4.67	3.38e-06	10.69	6.66e-10	0.86
17-2909	17	33358563	33358637	+	81.4	0.586	12.000000	14.0	2.0	7.00	2.91e-08	9.60	5.82e-10	1.01
17-2354	17	33525122	33525196	+	81.4	0.692	13.000000	15.0	1.0	15.01	2.79e-13	4.69	3.21e-06	0.93
17-2361	17	33836485	33836559	+	81.4	0.600	13.000000	14.0	1.0	14.01	4.18e-12	8.06	5.23e-09	0.86
17-2366	17	34101613	34101687	+	81.4	0.515	13.000000	15.0	2.0	7.50	3.84e-09	6.37	9.20e-08	0.93
17-4733	17	34349575	34349649	+	81.4	0.652	10.000000	14.0	2.0	7.00	2.91e-08	8.78	1.79e-09	1.24
17-2373	17	34622662	34622736	+	81.4	0.696	13.000000	14.0	0.5	28.02	4.21e-16	6.09	1.55e-07	0.86
17-2960	17	35439441	35439515	+	81.4	0.900	12.000000	14.0	3.0	4.67	3.38e-06	6.62	5.79e-08	1.01
17-2961	17	35496818	35496892	+	81.4	0.933	12.000000	14.0	1.0	14.01	4.18e-12	4.39	6.72e-06	0.93
17-2965	17	35569132	35569206	+	81.4	0.714	12.000000	14.0	2.0	7.00	2.91e-08	6.32	9.99e-08	0.93
17-3728	17	35897764	35897838	+	81.4	0.696	11.000000	14.0	3.0	4.67	3.38e-06	4.30	8.49e-06	1.01
17-3733	17	36151355	36151429	+	81.4	0.667	11.000000	14.0	1.0	14.01	4.18e-12	4.71	3.04e-06	1.12
17-2405	17	36867249	36867323	+	81.4	0.441	13.000000	14.0	3.0	4.67	3.38e-06	5.81	2.74e-07	0.86
17-3746	17	37002844	37002918	+	81.4	0.560	11.000000	14.0	3.0	4.67	3.38e-06	4.05	1.61e-05	1.01
17-2412	17	37250653	37250727	+	81.4	0.680	13.000000	14.0	0.5	28.02	4.21e-16	7.72	8.85e-09	0.86
17-4842	17	43012865	43012939	+	81.4	0.613	10.000000	14.0	1.0	14.01	4.18e-12	6.79	4.27e-08	1.12
17-4845	17	43326846	43326920	+	81.4	0.783	10.000000	16.0	2.0	8.01	4.76e-10	6.76	4.46e-08	1.24
17-2427	17	45814822	45814896	+	81.4	0.731	13.000000	14.0	1.0	14.01	4.18e-12	6.18	1.32e-07	0.86
17-1642	17	46110842	46110916	+	81.4	0.606	15.000000	14.0	3.0	4.67	3.38e-06	5.50	5.21e-07	0.80
17-2433	17	46266032	46266106	+	81.4	0.531	13.000000	14.0	3.0	4.67	3.38e-06	4.71	3.04e-06	0.86
17-3034	17	46328221	46328295	+	81.4	0.552	12.000000	14.0	3.0	4.67	3.38e-06	4.05	6.34e-05	0.94
17-3814	17	46547052	46547126	+	81.4	0.643	11.000000	14.0	2.0	7.00	2.91e-08	4.32	8.06e-06	1.01
17-3815	17	46555204	46555278	+	81.4	0.696	11.000000	14.0	3.0	4.67	3.38e-06	4.08	1.50e-05	1.01
17-3819	17	46634656	46634730	+	81.4	0.615	11.000000	14.0	1.0	14.01	4.18e-12	4.13	1.33e-05	1.01
17-1988	17	46645322	46645396	+	81.4	0.720	14.000000	14.0	2.0	7.00	2.91e-08	4.00	3.63e-05	0.86
17-1996	17	46919959	46920033	+	81.4	0.621	14.000000	14.0	2.0	7.00	2.91e-08	5.19	1.02e-06	0.93
17-2449	17	47115901	47115975	+	81.4	0.484	13.000000	14.0	3.0	4.67	3.38e-06	5.90	2.27e-07	0.86
17-2450	17	47123929	47124003	+	81.4	0.769	13.000000	15.0	1.0	15.01	2.79e-13	6.89	3.57e-08	0.93
17-2456	17	47542488	47542562	+	81.4	0.654	13.000000	14.0	2.0	7.00	2.91e-08	4.60	4.03e-06	0.86
17-2005	17	47720725	47720799	+	81.4	0.680	14.000000	14.0	3.0	4.67	3.38e-06	6.84	3.90e-08	0.86
17-2465	17	47730670	47730744	+	81.4	0.600	13.000000	15.0	2.0	7.50	3.84e-09	4.30	8.49e-06	0.93
17-2016	17	48467665	48467739	+	81.4	0.562	14.000000	14.0	3.0	4.67	3.38e-06	5.60	4.22e-07	0.86
17-2479	17	48547818	48547892	+	81.4	0.609	13.000000	14.0	2.0	7.00	2.91e-08	6.18	1.32e-07	0.86
17-2017	17	48602725	48602799	+	81.4	0.762	14.000000	14.0	3.0	4.67	3.38e-06	6.10	4.19e-07	0.93
17-3083	17	48616664	48616738	+	81.4	0.645	12.000000	14.0	3.0	4.67	3.38e-06	4.42	6.21e-06	0.93
17-2480	17	48617038	48617112	+	81.4	0.727	13.000000	14.0	3.0	4.67	3.38e-06	4.44	5.89e-06	0.86
17-3084	17	48742252	48742326	+	81.4	0.680	12.000000	14.0	1.0	14.01	4.18e-12	7.95	6.14e-09	0.93
17-2022	17	50427853	50427927	+	81.4	0.692	14.000000	14.0	3.0	4.67	3.38e-06	6.86	3.73e-08	0.80
17-2023	17	50545620	50545694	+	81.4	0.857	14.000000	14.0	1.0	14.01	4.18e-12	12.20	1.37e-10	0.93
17-2025	17	50783637	50783711	+	81.4	0.889	14.000000	14.0	3.0	4.67	3.38e-06	7.99	5.82e-09	0.80
17-3902	17	51849787	51849861	+	81.4	0.714	11.000000	14.0	3.0	4.67	3.38e-06	11.65	4.90e-11	1.01
17-1666	17	52600909	52600983	+	81.4	0.514	15.000000	14.0	1.0	14.01	4.18e-12	5.01	1.53e-06	0.86
17-2026	17	52601293	52601367	+	81.4	0.656	14.000000	14.0	3.0	4.67	3.38e-06	5.01	1.53e-06	0.86
17-2492	17	53551553	53551627	+	81.4	0.486	13.000000	14.0	2.0	7.00	2.91e-08	5.50	5.21e-07	0.93
17-3094	17	56183056	56183130	+	81.4	0.696	12.000000	14.0	3.0	4.67	3.38e-06	4.85	2.20e-06	1.01
17-3103	17	56327511	56327585	+	81.4	0.625	12.000000	14.0	1.0	14.01	4.18e-12	4.32	8.06e-06	0.93
17-2041	17	56440202	56440276	+	81.4	0.741	14.000000	14.0	2.0	7.00	2.91e-08	6.55	6.59e-08	0.86
17-3105	17	56462153	56462227	+	81.4	0.533	12.000000	14.0	3.0	4.67	3.38e-06	4.10	1.43e-05	1.01
17-2509	17	56673491	56673565	+	81.4	0.923	13.000000	14.0	2.0	7.00	2.91e-08	4.51	5.01e-06	0.93
17-2521	17	57286394	57286468	+	81.4	0.750	13.000000	14.0	2.0	7.00	2.91e-08	7.15	2.25e-08	0.86
17-2051	17	57334953	57335027	+	81.4	0.484	14.000000	14.0	1.0	14.01	4.18e-12	6.13	1.43e-07	0.86
17-3136	17	62049185	62049259	+	81.4	0.700	12.000000	14.0	1.0	14.01	4.18e-12	8.99	1.32e-09	1.01
17-3140	17	62883903	62883977	+	81.4	0.696	12.000000	14.0	3.0	4.67	3.38e-06	4.26	1.93e-05	1.01
17-2054	17	64231327	64231401	+	81.4	0.857	14.000000	14.0	0.5	28.02	4.21e-16	8.35	3.37e-09	0.80
17-2526	17	64331692	64331766	+	81.4	0.586	13.000000	15.0	2.0	7.50	3.84e-09	6.32	9.99e-08	0.93
17-2055	17	64455047	64455121	+	81.4	0.640	14.000000	14.0	1.0	14.01	4.18e-12	11.44	6.23e-11	0.86
17-2057	17	65221021	65221095	+	81.4	0.609	14.000000	14.0	1.0	14.01	4.18e-12	8.13	4.69e-09	0.80
17-2535	17	66301539	66301613	+	81.4	0.714	13.000000	14.0	2.0	7.00	2.91e-08	10.77	1.34e-10	0.93
17-3157	17	66394806	66394880	+	81.4	0.630	12.000000	15.0	2.0	7.50	3.84e-09	5.44	1.46e-06	1.01
17-2069	17	68842205	68842279	+	81.4	0.567	14.000000	14.0	2.0	7.00	2.91e-08	6.03	1.74e-07	0.86
17-1702	17	69277292	69277366	+	81.4	0.654	15.000000	15.0	2.0	7.50	3.84e-09	5.48	5.39e-07	0.86
17-4004	17	69278383	69278457	+	81.4	0.654	11.000000	14.0	2.0	7.00	2.91e-08	5.06	3.19e-06	1.24
17-1707	17	70806791	70806865	+	81.4	0.645	15.000000	14.0	2.0	7.00	2.91e-08	4.14	1.27e-05	0.80
17-2072	17	70818775	70818849	+	81.4	0.750	14.000000	14.0	3.0	4.67	3.38e-06	5.22	9.52e-07	0.86
17-3190	17	71486407	71486481	+	81.4	0.621	12.000000	14.0	2.0	7.00	2.91e-08	5.92	2.19e-07	0.93
17-1713	17	71717822	71717896	+	81.4	0.577	15.000000	14.0	3.0	4.67	3.38e-06	5.65	3.80e-07	0.80
17-2085	17	72837504	72837578	+	81.4	0.682	14.000000	14.0	2.0	7.00	2.91e-08	6.59	6.05e-08	0.80
17-2559	17	73474551	73474625	+	81.4	0.531	13.000000	14.0	3.0	4.67	3.38e-06	9.50	6.63e-10	0.86
17-2560	17	73927505	73927579	+	81.4	0.739	13.000000	14.0	2.0	7.00	2.91e-08	9.70	5.10e-10	0.93
17-3200	17	74291367	74291441	+	81.4	0.737	12.000000	14.0	0.5	28.02	4.21e-16	4.94	1.78e-06	0.93
17-3206	17	74773555	74773629	+	81.4	0.536	12.000000	14.0	2.0	7.00	2.91e-08	5.67	3.66e-07	0.93
17-2088	17	74774566	74774640	+	81.4	0.583	14.000000	14.0	2.0	7.00	2.91e-08	5.70	3.41e-07	0.86
17-2561	17	74945233	74945307	+	81.4	0.577	13.000000	14.0	2.0	7.00	2.91e-08	7.61	3.48e-08	0.93
17-1440	17	78736449	78736523	+	81.4	0.526	16.000000	14.0	3.0	4.67	3.38e-06	5.90	2.27e-07	0.80
17-2092	17	78736831	78736905	+	81.4	0.516	14.000000	14.0	2.0	7.00	2.91e-08	5.88	2.36e-07	0.86
17-2570	17	80223957	80224031	+	81.4	0.818	13.000000	14.0	2.0	7.00	2.91e-08	5.63	3.93e-07	0.93
17-3215	17	80254775	80254849	+	81.4	0.739	12.000000	14.0	1.0	14.01	4.18e-12	5.10	1.23e-06	1.01
17-1723	17	80418965	80419039	+	81.4	0.769	15.000000	15.0	2.0	7.50	3.84e-09	7.92	6.48e-09	0.86
17-2100	17	80801267	80801341	+	81.4	0.613	14.000000	15.0	1.0	15.01	2.79e-13	4.15	1.23e-05	0.86
17-2575	17	81064976	81065050	+	81.4	0.692	13.000000	14.0	3.0	4.67	3.38e-06	6.32	9.99e-08	0.86
17-2101	17	82306496	82306570	+	81.4	0.692	14.000000	14.0	3.0	4.67	3.38e-06	8.73	7.14e-09	0.86
17-2578	17	83322739	83322813	+	81.4	0.640	13.000000	14.0	2.0	7.00	2.91e-08	6.86	3.73e-08	0.86
17-1732	17	83645362	83645436	+	81.4	0.621	15.000000	14.0	2.0	7.00	2.91e-08	5.09	1.27e-06	0.80
17-2584	17	83912568	83912642	+	81.4	0.593	13.000000	14.0	0.5	28.02	4.21e-16	6.34	9.59e-08	0.86
17-4099	17	84127717	84127791	+	81.4	0.667	11.000000	14.0	3.0	4.67	3.38e-06	6.02	1.81e-07	1.12
17-4105	17	84421241	84421315	+	81.4	0.800	11.000000	14.0	2.0	7.00	2.91e-08	7.38	1.53e-08	1.12
17-3247	17	84956850	84956924	+	81.4	0.467	12.000000	14.0	3.0	4.67	3.38e-06	4.21	1.06e-05	0.93
17-2593	17	85101999	85102073	+	81.4	0.971	13.000000	14.0	3.0	4.67	3.38e-06	5.46	1.41e-06	0.93
17-2600	17	86166952	86167026	+	81.4	0.586	13.000000	14.0	2.0	7.00	2.91e-08	4.07	3.08e-05	0.93
17-2121	17	86277097	86277171	+	81.4	0.839	14.000000	14.0	1.0	14.01	4.18e-12	7.38	1.53e-08	0.86
17-3254	17	86601961	86602035	+	81.4	0.640	12.000000	14.0	2.0	7.00	2.91e-08	6.00	1.88e-07	0.93
17-3258	17	86932326	86932400	+	81.4	0.607	12.000000	14.0	2.0	7.00	2.91e-08	5.77	2.95e-07	0.93
17-3261	17	87108170	87108244	+	81.4	0.737	12.000000	14.0	1.0	14.01	4.18e-12	4.99	1.58e-06	0.93
17-1749	17	87179355	87179429	+	81.4	0.947	15.000000	14.0	3.0	4.67	3.38e-06	4.25	9.64e-06	0.80
17-5419	17	87613971	87614045	+	81.4	0.680	10.000000	14.0	2.0	7.00	2.91e-08	4.00	1.85e-05	1.12
17-2611	17	87616927	87617001	+	81.4	0.706	13.000000	14.0	2.0	7.00	2.91e-08	4.30	8.49e-06	0.93
17-2617	17	87835102	87835176	+	81.4	0.536	13.000000	14.0	0.5	28.02	4.21e-16	6.00	1.88e-07	0.86
17-2625	17	90796799	90796873	+	81.4	0.531	13.000000	14.0	1.0	14.01	4.18e-12	8.06	5.23e-09	0.86
17-3281	17	92608613	92608687	+	81.4	0.739	12.000000	14.0	0.5	28.02	4.21e-16	8.19	5.35e-08	0.94
17-4175	17	3114455	3114529	+	75.6	0.727	10.000000	13.0	3.0	4.34	1.60e-05	7.55	3.85e-08	1.12
17-2146	17	3557431	3557505	+	75.6	0.500	13.000000	14.0	2.0	7.00	2.91e-08	5.75	7.98e-07	0.93
17-1762	17	4163605	4163679	+	75.6	0.500	14.000000	15.0	3.0	5.00	6.65e-07	10.55	7.71e-10	0.93
17-2148	17	5053346	5053420	+	75.6	0.690	13.000000	13.0	0.5	26.02	1.18e-14	5.29	4.81e-06	0.86
17-4190	17	5202080	5202154	+	75.6	0.824	10.000000	13.0	3.0	4.34	1.60e-05	5.95	5.49e-07	1.12
17-3295	17	5270986	5271060	+	75.6	0.519	11.000000	13.0	3.0	4.34	1.60e-05	6.77	1.31e-07	1.01
17-2638	17	5378016	5378090	+	75.6	0.609	12.000000	13.0	3.0	4.34	1.60e-05	8.27	1.34e-08	1.01
17-3300	17	5770414	5770488	+	75.6	0.636	11.000000	13.0	1.0	13.01	5.86e-11	7.68	3.14e-08	1.01
17-3301	17	5770719	5770793	+	75.6	0.607	11.000000	14.0	3.0	4.67	3.38e-06	7.65	3.31e-08	1.24
17-3308	17	6516322	6516396	+	75.6	0.650	11.000000	13.0	3.0	4.34	1.60e-05	10.96	4.94e-10	1.01
17-2163	17	7827344	7827418	+	75.6	0.882	13.000000	13.0	1.0	13.01	5.86e-11	7.78	2.69e-08	0.93
17-4224	17	7906142	7906216	+	75.6	0.667	10.000000	13.0	0.5	26.02	1.18e-14	15.78	5.66e-12	1.12
17-1781	17	8372435	8372509	+	75.6	0.792	14.000000	14.0	3.0	4.67	3.38e-06	4.89	4.61e-06	0.93
17-2656	17	8375391	8375465	+	75.6	0.684	12.000000	13.0	1.0	13.01	5.86e-11	5.33	1.84e-06	0.93
17-1783	17	8970226	8970300	+	75.6	0.750	14.000000	13.0	2.0	6.50	2.06e-07	8.31	1.27e-08	0.86
17-2657	17	9031862	9031936	+	75.6	0.765	12.000000	13.0	3.0	4.34	1.60e-05	10.24	1.10e-09	0.93
17-1784	17	9219029	9219103	+	75.6	0.739	14.000000	14.0	1.0	14.01	4.18e-12	8.96	5.30e-09	0.86
17-2168	17	9609353	9609427	+	75.6	0.700	13.000000	14.0	1.0	14.01	4.18e-12	9.83	1.79e-09	0.93
17-2170	17	10342345	10342419	+	75.6	0.778	13.000000	13.0	1.0	13.01	5.86e-11	6.28	3.05e-07	0.93
17-3327	17	10442606	10442680	+	75.6	0.591	11.000000	13.0	3.0	4.34	1.60e-05	4.59	8.96e-06	1.01
17-3331	17	11913255	11913329	+	75.6	0.778	11.000000	13.0	2.0	6.50	2.06e-07	9.25	3.65e-09	1.12
17-2666	17	11952849	11952923	+	75.6	0.682	12.000000	13.0	0.5	26.02	1.18e-14	9.40	3.02e-09	0.93
17-2668	17	12103948	12104022	+	75.6	0.667	12.000000	13.0	1.0	13.01	5.86e-11	5.33	1.84e-06	0.93
17-1791	17	12191032	12191106	+	75.6	0.613	14.000000	13.0	3.0	4.34	1.60e-05	4.15	2.54e-05	0.86
17-2669	17	12210921	12210995	+	75.6	0.696	12.000000	13.0	1.0	13.01	5.86e-11	4.82	5.35e-06	0.93
17-2670	17	12212013	12212087	+	75.6	0.615	12.000000	13.0	2.0	6.50	2.06e-07	5.07	3.09e-06	0.93
17-2672	17	12372235	12372309	+	75.6	0.700	12.000000	13.0	2.0	6.50	2.06e-07	7.51	4.05e-08	0.93
17-2181	17	14204346	14204420	+	75.6	0.656	13.000000	13.0	3.0	4.34	1.60e-05	4.40	1.38e-05	0.93
17-5626	17	14279042	14279116	+	75.6	0.577	9.000000	13.0	2.0	6.50	2.06e-07	6.35	2.70e-07	1.24
17-3352	17	14587877	14587951	+	75.6	0.800	11.000000	13.0	1.0	13.01	5.86e-11	11.55	2.65e-10	1.01
17-2683	17	14694125	14694199	+	75.6	0.556	12.000000	13.0	3.0	4.34	1.60e-05	4.53	1.03e-05	1.12
17-2685	17	15396585	15396659	+	75.6	0.867	12.000000	13.0	3.0	4.34	1.60e-05	7.38	4.93e-08	0.93
17-2184	17	15531444	15531518	+	75.6	0.708	13.000000	13.0	3.0	4.34	1.60e-05	5.64	9.91e-07	0.93
17-2690	17	16727074	16727148	+	75.6	0.700	12.000000	13.0	3.0	4.34	1.60e-05	14.46	1.64e-11	1.01
17-2694	17	17059651	17059725	+	75.6	0.519	12.000000	13.0	3.0	4.34	1.60e-05	7.42	4.69e-08	1.01
17-2695	17	17408322	17408396	+	75.6	0.667	12.000000	13.0	1.0	13.01	5.86e-11	7.05	8.32e-08	0.93
17-2696	17	17603754	17603828	+	75.6	0.812	12.000000	13.0	3.0	4.34	1.60e-05	12.03	1.62e-10	0.93
17-2191	17	21450574	21450648	+	75.6	0.500	13.000000	13.0	3.0	4.34	1.60e-05	7.02	8.71e-08	0.86
17-2699	17	21516126	21516200	+	75.6	0.650	12.000000	13.0	2.0	6.50	2.06e-07	8.78	6.73e-09	1.01
17-2701	17	22424023	22424097	+	75.6	0.552	12.000000	15.0	3.0	5.00	6.65e-07	7.35	5.18e-08	1.01
17-2194	17	22877328	22877402	+	75.6	0.667	13.000000	13.0	0.5	26.02	1.18e-14	7.68	3.14e-08	0.93
17-2704	17	23193170	23193244	+	75.6	0.545	12.000000	14.0	2.0	7.00	2.91e-08	8.35	1.20e-08	1.01
17-2195	17	23564099	23564173	+	75.6	0.536	13.000000	14.0	1.0	14.01	4.18e-12	5.36	1.72e-06	0.93
17-2719	17	24032310	24032384	+	75.6	0.556	12.000000	13.0	3.0	4.34	1.60e-05	5.07	3.09e-06	0.93
17-3400	17	24216622	24216696	+	75.6	0.789	11.000000	13.0	1.0	13.01	5.86e-11	4.16	2.48e-05	1.12
17-2213	17	24582431	24582505	+	75.6	0.875	13.000000	13.0	0.5	26.02	1.18e-14	6.32	2.81e-07	0.86
17-4358	17	24731005	24731079	+	75.6	0.667	10.000000	14.0	1.0	14.01	4.18e-12	4.19	2.30e-05	1.24
